/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/003942.jpg,197,222,280,321,chair
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/009006.jpg,164,237,307,337,night_stand
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/009006.jpg,302,126,591,441,bed
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/007799.jpg,326,163,496,324,chair
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/003605.jpg,308,1,591,298,bed
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/003605.jpg,52,49,268,305,chair
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/003605.jpg,1,1,174,73,dresser
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/003605.jpg,1,49,119,247,desk
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/007625.jpg,9,135,329,402,table
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/007625.jpg,1,122,174,399,chair
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/004230.jpg,1,188,343,441,chair
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/004230.jpg,1,1,376,352,desk
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/004230.jpg,421,54,591,405,chair
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/001511.jpg,439,122,727,419,desk
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/001511.jpg,235,184,341,336,chair
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/001511.jpg,369,145,458,285,desk
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/001511.jpg,298,127,365,254,chair
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/001511.jpg,370,156,429,285,chair
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/001511.jpg,201,131,294,291,desk
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/001511.jpg,185,147,254,273,chair
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/001511.jpg,97,161,192,298,chair
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/001511.jpg,2,140,143,206,chair
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/001511.jpg,52,258,234,525,chair
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/001511.jpg,1,208,133,505,desk
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/010085.jpg,27,53,353,473,chair
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/010085.jpg,1,89,112,460,chair
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/006675.jpg,351,146,659,427,table
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/006675.jpg,429,118,659,333,table
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/006675.jpg,316,109,551,180,table
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/006675.jpg,194,107,443,289,table
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/006675.jpg,155,128,391,377,table
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/006675.jpg,157,161,524,438,table
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/006675.jpg,525,133,675,299,chair
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/006675.jpg,381,100,493,180,chair
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/006675.jpg,488,188,683,468,chair
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/006675.jpg,183,211,426,528,chair
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/006675.jpg,100,158,255,355,chair
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/006675.jpg,231,107,354,173,chair
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/001944.jpg,1,241,462,427,dresser
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/008145.jpg,61,204,135,327,chair
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/008145.jpg,1,217,236,441,table
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/008145.jpg,168,265,373,441,chair
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/008145.jpg,215,232,371,432,chair
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/008145.jpg,350,207,428,350,chair
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/008145.jpg,349,201,591,433,table
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/007898.jpg,1,241,561,413,table
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/002529.jpg,1,1,162,159,chair
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/002529.jpg,1,130,554,411,desk
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/002561.jpg,398,102,556,427,table
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/003126.jpg,1,42,175,287,desk
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/006420.jpg,1,182,700,520,bed
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/006420.jpg,1,351,174,530,night_stand
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/002515.jpg,1,178,507,427,desk
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/001585.jpg,101,76,490,376,table
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/001585.jpg,509,187,723,530,chair
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/001585.jpg,317,228,563,473,chair
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/001585.jpg,430,150,628,320,chair
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/001585.jpg,573,144,723,367,chair
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/001585.jpg,31,72,254,316,chair
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/001585.jpg,170,33,320,228,chair
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/001585.jpg,425,3,510,102,chair
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/001585.jpg,484,1,671,196,table
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/001585.jpg,467,4,539,78,chair
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/001585.jpg,594,38,730,211,chair
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/006072.jpg,12,114,728,530,bed
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/006072.jpg,80,214,333,340,sofa
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/001952.jpg,149,219,403,427,table
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/001952.jpg,301,205,466,361,chair
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/001952.jpg,283,244,560,427,chair
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/001952.jpg,147,248,322,427,chair
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/008210.jpg,191,175,319,280,chair
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/008210.jpg,330,196,454,321,chair
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/008210.jpg,447,213,550,394,chair
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/008210.jpg,247,245,536,441,chair
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/008210.jpg,112,182,282,382,chair
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/008210.jpg,163,210,525,441,table
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/008210.jpg,511,235,591,344,chair
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/006167.jpg,1,223,77,530,toilet
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/004629.jpg,1,1,402,531,desk
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/004629.jpg,180,1,503,315,desk
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/004629.jpg,467,70,607,285,chair
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/004629.jpg,172,138,471,531,chair
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/005143.jpg,103,200,369,530,bed
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/005143.jpg,582,269,730,465,bed
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/005143.jpg,370,231,652,530,bed
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/006236.jpg,124,3,726,454,bed
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/006236.jpg,22,229,244,530,night_stand
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/006236.jpg,1,178,74,530,dresser
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/005229.jpg,1,203,131,428,chair
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/005229.jpg,1,178,183,366,table
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/000379.jpg,478,151,730,312,table
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/010167.jpg,356,251,605,531,chair
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/010167.jpg,397,274,681,531,desk
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/008521.jpg,96,49,591,441,table
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/008521.jpg,497,2,591,272,table
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/008521.jpg,494,1,572,33,chair
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/009327.jpg,179,81,591,441,desk
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/005186.jpg,238,172,504,524,chair
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/005186.jpg,393,118,554,323,chair
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/005186.jpg,1,67,391,530,desk
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/005186.jpg,366,93,429,215,chair
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/005186.jpg,399,45,478,166,chair
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/005186.jpg,1,58,172,178,desk
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/005636.jpg,331,199,700,530,table
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/005636.jpg,1,161,231,378,table
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/009147.jpg,461,162,591,306,table
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/009147.jpg,453,174,537,309,chair
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/008663.jpg,156,22,262,208,chair
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/008663.jpg,1,54,101,183,bed
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/001811.jpg,355,128,569,429,chair
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/001811.jpg,521,82,675,308,chair
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/001811.jpg,1,181,292,530,table
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/001811.jpg,438,230,715,530,desk
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/000369.jpg,1,277,105,499,chair
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/000369.jpg,169,224,378,509,chair
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/000369.jpg,403,191,559,390,chair
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/000369.jpg,544,172,682,326,chair
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/000369.jpg,93,172,192,325,chair
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/000369.jpg,437,157,510,267,chair
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/000369.jpg,288,152,377,260,chair
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/000369.jpg,139,157,253,277,chair
/home/kvr/Documents/Projects/3D-Object-Detection/2d_data/training/image/000369.jpg,69,207,332,366,table
